wall_time,sim_time,mode,cmd_u_raw,cmd_u_used,tau_cmd,theta,omega,alpha,hw_pwm,hw_enc,hw_arduino_ms,bus_v,current_A,power_W,v_pred,i_pred,p_pred,delay_ms,J_est,b_est,tau_c_est,mgl_est,k_t_est,i0_est,inst_cost,best_cost_so_far,imu_qw,imu_qx,imu_qy,imu_qz,imu_wx,imu_wy,imu_wz,imu_ax,imu_ay,imu_az,cpr_last,cpr_mean
1774294564.9574847,0.011000000000000003,external,0.0,0.0,-0.004263204055469851,-0.17451009716420046,0.0026464328947215393,0.11570706034366414,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.613788308236941e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000341594,16.428,0.9961956928240364,3.4313201686345165e-19,-2.1441014244229504e-20,-0.08714437215814783,0.0,0.0,0.0026464328947215393,0.008421807599709532,-0.0014829494980821917,2.378037724721677e-13,,
1774294564.9674807,0.012000000000000004,external,0.0,0.0,-0.004316352083518493,-0.17450742679766112,0.002670366539303019,0.09735237719122723,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.6464328947215393e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000035018,16.428,0.9961958091768562,6.6085002469265164e-18,-5.755816013120655e-19,-0.0871430420542478,0.0,0.0,0.002670366539303019,0.006174610151596952,-0.0010867179518532235,3.592379530304551e-12,,
1774294564.9770887,0.013000000000000005,external,0.0,0.0,-0.004355315710885984,-0.1745047388866259,0.0026879110351744847,0.08139080092727495,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.670366539303019e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000356544,16.428,0.9961959262923288,9.710644545279205e-18,-8.456855819875639e-19,-0.08714170321131476,0.0,0.0,0.0026879110351744847,0.004526374572094722,-0.0007960894379955666,5.353977816157886e-12,,
1774294564.9881444,0.014000000000000005,external,0.0,0.0,-0.004383876658534575,-0.17450203811746728,0.002700769158659031,0.06768426543872919,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.6879110351744847e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000361244,16.428,0.9961960439662327,-1.8043069443056087e-18,1.6504479979405337e-19,-0.08714035796361844,0.0,0.0,0.002700769158659031,0.003317410754562707,-0.0005829179910493888,-9.001940400024914e-13,,
1774294564.9969714,0.015000000000000006,external,0.0,0.0,-0.0044048079208568285,-0.17449932792768255,0.002710189784739045,0.05603153756698619,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7007691586590307e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000364708,16.428,0.996196162048772,-7.809186753060853e-19,7.879207819060003e-20,-0.08713900802336746,0.0,0.0,0.002710189784739045,0.00243062414479085,-0.00042655744640163244,-4.866746620677054e-13,,
1774294565.008602,0.016000000000000007,external,0.0,0.0,-0.004420143047432827,-0.17449661083875825,0.0027170889242206873,0.04620505794991741,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.710189784739045e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000367255,16.428,0.9961962804300696,-6.950265744009127e-18,5.951811545911258e-19,-0.08713765464650793,0.0,0.0,0.0027170889242206873,0.001780144652065552,-0.0003118648969945088,-3.774036661669342e-12,,
1774294565.0168788,0.017000000000000008,external,0.0,0.0,-0.004431373441706084,-0.17449388870029264,0.0027221384656276205,0.03797395464132057,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7170889242206873e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000369128,16.428,0.9961963990295276,-8.452539722828938e-20,3.138583082553297e-20,-0.08713629875432007,0.0,0.0,0.0027221384656276205,0.0013029950470030266,-0.00022773552338047913,-1.447016599896355e-13,,
1774294565.0273085,0.01800000000000001,external,0.0,0.0,-0.0044395929624451115,-0.17449116286904484,0.002725831247844299,0.03111772015639218,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7221384656276204e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000370503,16.428,0.9961965177880253,-3.840696878374021e-20,-1.705238181596343e-20,-0.0871349410226024,0.0,0.0,0.002725831247844299,0.0009529852690270905,-0.00016602350321967278,3.640637144173667e-14,,
1774294565.036932,0.01900000000000001,external,0.0,0.0,-0.004445603927547085,-0.17448843434026357,0.002728528781250155,0.025433682806284903,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.725831247844299e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000371508,16.428,0.9961966366621955,-3.2169875545537106e-20,-1.2825499902121182e-20,-0.08713358194708604,0.0,0.0,0.002728528781250155,0.0006962359752475963,-0.00012075579028589776,-2.788609875828383e-14,,
1774294565.0471437,0.02000000000000001,external,0.0,0.0,-0.004449994835977119,-0.17448570384401646,0.0027304962470860623,0.020740439412209415,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.728528781250155e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000372244,16.428,0.9961967556202264,4.617837764600333e-21,7.391512258868534e-21,-0.08713222189141595,0.0,0.0,0.0027304962470860623,0.0005078966611464417,-8.755004840893459e-05,-1.152481665834657e-14,,
1774294565.0569255,0.02100000000000001,external,0.0,0.0,-0.00445319736138278,-0.17448297191584897,0.00273192816749945,0.016878735612445038,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7304962470860624e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037278,16.428,0.9961968746387826,-6.357889422542945e-20,-1.801637241010665e-20,-0.08713086112234614,0.0,0.0,0.00273192816749945,0.0003697391951096998,-6.319214519414019e-05,-2.8800077061146666e-14,,
1774294565.0676925,0.022000000000000013,external,0.0,0.0,-0.004455528148911926,-0.1744802389486147,0.0027329672342023114,0.013710801830528339,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.73192816749945e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037317,16.428,0.9961969937007469,4.5477233758095356e-20,8.037571735157311e-22,-0.08712949983555618,0.0,0.0,0.0027329672342023114,0.000268392609041731,-4.532429796015305e-05,2.2399939653124537e-14,,
1774294565.0770109,0.023000000000000013,external,0.0,0.0,-0.004457219470083181,-0.1744775052304955,0.0027337181192122416,0.01111881846640872,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7329672342023116e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000373455,16.428,0.9961971127935625,6.434618968503885e-18,-5.472074286695213e-19,-0.0871281381745888,0.0,0.0,0.0027337181192122416,0.00019404874603836595,-3.221783608870147e-05,3.487753113080696e-12,,
1774294565.087911,0.024000000000000014,external,0.0,0.0,-0.0044584417066133785,-0.17447477097289005,0.002734257605436466,0.009002952017971863,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.733718119212242e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037366,16.428,0.9961972319080188,-1.648509476217838e-19,-2.5431459738169093e-21,-0.08712677624474129,0.0,0.0,0.002734257605436466,0.00013951303263386506,-2.2603059989174144e-05,7.92345696079316e-15,,
1774294565.0984051,0.025000000000000015,external,0.0,0.0,-0.00445931984221495,-0.17447203633087244,0.0027346420176345833,0.007279244054000929,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.734257605436466e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037381,16.428,0.9961973510373591,6.490709164093862e-18,-5.513817802987682e-19,-0.08712541412325572,0.0,0.0,0.0027346420176345833,9.950763840064864e-05,-1.5550639655798827e-05,3.475578540808907e-12,,
1774294565.1071987,0.026000000000000016,external,0.0,0.0,-0.004459945559217048,-0.17446930141819902,0.0027349126734380297,0.005877526403890024,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7346420176345833e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000373913,16.428,0.9961974701766273,-1.3097006317599405e-17,1.1371543338755106e-18,-0.08712405186679398,0.0,0.0,0.0027349126734380297,7.016124020718481e-05,-1.0377048318804243e-05,-6.987939816364328e-12,,
1774294565.1172037,0.027000000000000017,external,0.0,0.0,-0.0044603861118840925,-0.1744665663183171,0.0027350998818816306,0.004739462811832207,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7349126734380296e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000373988,16.428,0.9961975893221877,-6.263321327986485e-18,5.480656852857253e-19,-0.08712268951692101,0.0,0.0,0.0027350998818816306,4.8633784560094985e-05,-6.582154501376082e-06,-3.631558029993026e-12,,
1774294565.127564,0.028000000000000018,external,0.0,0.0,-0.004460690835217664,-0.1744638310924406,0.002735225876518215,0.003816769176782684,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7350998818816305e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374038,16.428,0.9961977084713736,1.8133983565623116e-19,-3.4311519597703405e-20,-0.0871213271041273,0.0,0.0,0.002735225876518215,3.284207855832035e-05,-3.798462174219851e-06,9.975358647431412e-14,,
1774294565.1369438,0.02900000000000002,external,0.0,0.0,-0.004460895919411802,-0.1744610957854735,0.0027353069670933657,0.0030696334564562565,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7352258765182152e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374073,16.428,0.9961978276222284,1.3072988406888231e-17,-1.1340073360584929e-18,-0.08711996465077955,0.0,0.0,0.0027353069670933657,2.12578656862746e-05,-1.7564736088672934e-06,7.129625905662639e-12,,
1774294565.1474686,0.03000000000000002,external,0.0,0.0,-0.004461027912264981,-0.1744583604303557,0.002735355117830676,0.002465336912627027,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.735306967093366e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374094,16.428,0.9961979467733173,3.023142332270339e-18,-2.584731873463043e-19,-0.08711860217328499,0.0,0.0,0.002735355117830676,1.2760158392475888e-05,-2.584193701312286e-07,1.8311334661236966e-12,,
1774294565.1568782,0.03100000000000002,external,0.0,0.0,-0.004461106288232948,-0.1744556250512504,0.0027353791052471066,0.001977067013387777,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.735355117830676e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037411,16.428,0.9961980659235876,-5.0679600402443375e-18,4.260180252119815e-19,-0.08711723968367936,0.0,0.0,0.0027353791052471066,6.5265520970492496e-06,8.402976048543866e-07,-2.8170436821788158e-12,,
1774294565.1672587,0.03200000000000002,external,0.0,0.0,-0.004461145333052228,-0.174452889665883,0.0027353853674706784,0.001582906055424567,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7353791052471066e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374116,16.428,0.9961981850722672,-5.5922980955676515e-18,4.759047083789016e-19,-0.08711587719079157,0.0,0.0,0.0027353853674706784,1.953853919368224e-06,1.6462041847959185e-06,-3.119556736920299e-12,,
1774294565.176943,0.03300000000000002,external,0.0,0.0,-0.004461155526204142,-0.17445015428725563,0.002735378627315151,0.0012649768132341624,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7353853674706785e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374116,16.428,0.9961983042187897,-2.6677640994067982e-18,2.1402600335642223e-19,-0.0871145147010981,0.0,0.0,0.002735378627315151,-1.4004738348822794e-06,2.237595228191372e-06,-1.4900585000977826e-12,,
1774294565.1877239,0.03400000000000002,external,0.0,0.0,-0.00446114455511241,-0.17444741892490648,0.002735362349208941,0.001008725829345379,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.735378627315151e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374116,16.428,0.9961984233627398,1.849207492079228e-18,-1.7290704590011233e-19,-0.08711315221934976,0.0,0.0,0.002735362349208941,-3.861059358735774e-06,2.670928157436729e-06,1.0324673421973598e-12,,
1774294565.1970391,0.035000000000000024,external,0.0,0.0,-0.0044611180588987635,-0.17444468358583184,0.0027353390746216633,0.0008023257460207302,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7353623492089413e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374112,16.428,0.9961985425038127,9.767955708615013e-19,-7.407424122714316e-20,-0.08711178974903154,0.0,0.0,0.0027353390746216633,-5.6660361712809e-06,2.9891763324285904e-06,5.415709854687445e-13,,
1774294565.2072241,0.036000000000000025,external,0.0,0.0,-0.004461080174365069,-0.17444194827516407,0.002735310667787982,0.0006361792300803174,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7353390746216634e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374105,16.428,0.9961986616417848,3.336131103369963e-19,-2.99411894837287e-20,-0.0871104272926998,0.0,0.0,0.002735310667787982,-6.9900401469639935e-06,3.222255995637436e-06,1.9602875079896083e-13,,
1774294565.217207,0.037000000000000026,external,0.0,0.0,-0.004461033935963739,-0.17443921299666773,0.0027352784963304276,0.0005025090925533764,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.735310667787982e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374098,16.428,0.9961987807764924,-9.563916216817023e-18,8.420156359385405e-19,-0.08710906485222968,0.0,0.0,0.0027352784963304276,-7.961232849937147e-06,3.3936384044445123e-06,-5.171680460342656e-12,,
1774294565.22761,0.03800000000000003,external,0.0,0.0,-0.004460981569801464,-0.1744364777531043,0.002735243563438099,0.00039502069557702593,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7352784963304275e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374087,16.428,0.9961988999078153,-4.570098303312522e-18,4.2464750033325695e-19,-0.0871077024289967,0.0,0.0,0.002735243563438099,-8.673676174216277e-06,3.518955497220502e-06,-2.599332991494905e-12,,
1774294565.2372437,0.03900000000000003,external,0.0,0.0,-0.004460924708789282,-0.17443374254649927,0.002735206605015324,0.0003086248719065599,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.735243563438099e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037408,16.428,0.9961990190356652,1.0832677001054017e-17,-9.630628752706505e-19,-0.08710634002400978,0.0,0.0,0.002735206605015324,-9.196236103246698e-06,3.6108621632546593e-06,5.817191253556877e-12,,
1774294565.2472005,0.04000000000000003,external,0.0,0.0,-0.004460864550773457,-0.17443100737833836,0.002735168160918903,0.00023921107824103927,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.735206605015324e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037407,16.428,0.9961991381599775,8.263124561095746e-18,-7.230103288814943e-19,-0.08710497763800891,0.0,0.0,0.002735168160918903,-9.57950433940531e-06,3.6784980815779464e-06,4.7184119388278985e-12,,
1774294565.2568798,0.04100000000000003,external,0.0,0.0,-0.004460801974489786,-0.17442827224971125,0.002735128627158738,0.00018346211055986577,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.735168160918903e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037406,16.428,0.9961992572807049,9.036433367378336e-19,-8.945953673056972e-20,-0.0871036152715369,0.0,0.0,0.002735128627158738,-9.860654990776442e-06,3.727902289543235e-06,5.033447960924618e-13,,
1774294565.267537,0.04200000000000003,external,0.0,0.0,-0.004460737624531596,-0.17442553716141704,0.0027350882942255086,0.00013870310180202084,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.735128627158738e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037405,16.428,0.9961993763978125,-2.8214004274569644e-18,2.7082224196041567e-19,-0.08710225292499182,0.0,0.0,0.0027350882942255086,-1.0066841333190154e-05,3.7641514950576654e-06,-1.5866805692858765e-12,,
1774294565.277295,0.04300000000000003,external,0.0,0.0,-0.004460671973736474,-0.17442280211404185,0.002735047375216208,0.000102778679581474,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7350882942255087e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374038,16.428,0.9961994955112752,-1.1095331634270367e-17,9.722624030713194e-19,-0.08710089059866555,0.0,0.0,0.002735047375216208,-1.0218036653234465e-05,3.790767369086066e-06,-6.023117255459241e-12,,
1774294565.2875886,0.04400000000000003,external,0.0,0.0,-0.0044606053689667515,-0.17442006710801536,0.0027350060264531902,7.395319106163898e-05,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.735047375216208e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374023,16.428,0.9961996146210741,1.1761479955720645e-18,-9.310847429080685e-20,-0.08709952829277223,0.0,0.0,0.0027350060264531902,-1.0328951171797987e-05,3.809995965855375e-06,4.597179970858431e-13,,
1774294565.297289,0.04500000000000003,external,0.0,0.0,-0.004460538064671537,-0.17441733214365276,0.0027349643626247244,5.0829787156146285e-05,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7350060264531904e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374013,16.428,0.9961997337271955,1.0262493884393375e-17,-8.949254624619292e-19,-0.08709816600746878,0.0,0.0,0.0027349643626247244,-1.0410235330672235e-05,3.824454945685866e-06,5.659510242365458e-12,,
1774294565.307516,0.046000000000000034,external,0.0,0.0,-0.004460470247531303,-0.17441459722118496,0.0027349224678379354,3.2284872367109565e-05,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7349643626247244e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000374002,16.428,0.9961998528296296,-4.918430923334217e-18,4.2946272306897326e-19,-0.08709680374287022,0.0,0.0,0.0027349224678379354,-1.046984820108481e-05,3.834813780000283e-06,-2.4893156825981003e-12,,
1774294565.3171358,0.047000000000000035,external,0.0,0.0,-0.004460402054448965,-0.17441186234078113,0.002734880403800975,1.741509050164624e-05,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7349224678379354e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037399,16.428,0.9961999719283692,-2.271946075492973e-18,1.8857113104076354e-19,-0.08709544149906091,0.0,0.0,0.002734880403800975,-1.0513534804681622e-05,3.84241730810473e-06,-1.409564631665905e-12,,
1774294565.3276448,0.048000000000000036,external,0.0,0.0,-0.004460333585868178,-0.17440912750256538,0.0027348382157655537,5.494465317027883e-06,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7348804038009752e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037398,16.428,0.9962000910234087,5.510849979565195e-18,-5.0471255432268705e-19,-0.0870940792761026,0.0,0.0,0.0027348382157655537,-1.0545532464303367e-05,3.847855723529107e-06,3.0169217570220693e-12,,
1774294565.337027,0.04900000000000004,external,0.0,0.0,-0.0044602649154461054,-0.17440639270662847,0.002734795936978548,-4.060185147506573e-06,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7348382157655537e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000373967,16.428,0.9962002101147444,-6.766418517040918e-19,6.107372514194216e-20,-0.08709271707404051,0.0,0.0,0.002734795936978548,-1.0568973403597162e-05,3.852170883547695e-06,-2.79740590700181e-13,,
1774294565.3482456,0.05000000000000004,external,0.0,0.0,-0.004460196097299395,-0.17440365795303664,0.0027347535917469725,-1.1717194433113781e-05,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.734795936978548e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000373956,16.428,0.9962003292023736,-6.758016709874588e-18,6.147233357518029e-19,-0.08709135489290774,0.0,0.0,0.0027347535917469725,-1.0586136791061903e-05,3.854825570537677e-06,-3.709505715037538e-12,,
1774294565.3566985,0.05100000000000004,external,0.0,0.0,-0.004460127170993094,-0.17440092324183867,0.0027347111979562377,-1.78525136934591e-05,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7347535917469725e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000373945,16.428,0.9962004482862941,9.763684651080965e-18,-8.585268763312665e-19,-0.08708999273272848,0.0,0.0,0.0027347111979562377,-1.0598672167336221e-05,3.856886410588805e-06,5.19128311267482e-12,,
1774294565.3670561,0.05200000000000004,external,0.0,0.0,-0.0044600581656396715,-0.1743981885730699,0.0027346687687583534,-2.2767850531622275e-05,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7347111979562376e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.428000000373935,16.428,0.9962005673665044,7.763030579554008e-18,-7.03053684846053e-19,-0.0870886305935204,0.0,0.0,0.0027346687687583534,-1.0607855326885848e-05,3.858686698724603e-06,4.388557953752297e-12,,
1774294565.3770378,0.05300000000000004,external,0.0,0.0,-0.00445998910264694,-0.17439545394675618,0.002734626313702412,-2.6705291613555822e-05,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.7346687687583533e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037392,16.428,0.9962006864430036,-2.6819573069146936e-18,2.2377958697966995e-19,-0.08708726847529637,0.0,0.0,0.002734626313702412,-1.061452001467621e-05,3.859607275463356e-06,-1.3912010891458305e-12,,
1774294565.387339,0.05400000000000004,external,0.0,0.0,-0.0044599199975581625,-0.17439271936291628,0.002734583839876533,-2.985899846667485e-05,0.0,0.0,0.0,7.4,0.0,0.0,0.0,-2.734626313702412e-05,-0.0,0.0,0.01,0.03,0.08,0.55,0.25,0.0,16.42800000037391,16.428,0.996200805515791,-4.472847277236905e-18,4.108175027713359e-19,-0.08708590637806575,0.0,0.0,0.002734583839876533,-1.0619390688961113e-05,3.860369731615174e-06,-2.4882203367201632e-12,,
